10
10, 9
9
10, 9
7,
7, 11
7, 11
11, 7
11,
8, 9
8
9
9
8
8
8
9
8, 9
8, 8, 9, 9
8,
8,
8,
9,
8, 9
8, 9
6, 9
6
6
6
6
6
9
6, 9
6, 9
4, 4
4, 13
13
4, 13
4, 13
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
10, 9
10, 9
10, 9
8, 9
8, 9
7, 11
11, 7
7, 11
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
10, 9
10, 9
9
10
10, 9
10, 9
10, 9
5
5
5
5
5
5
5
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
7, 11
7
7
7
11
7, 11
7, 11
7, 11
6, 9
6, 9
10
10, 9
9
10, 9
7,
7, 11
7, 11
11, 7
11,
8, 9
8
9
9
8
8
8
9
8, 9
8, 8, 9, 9
8,
8,
8,
9,
8, 9
8, 9
6, 9
6
6
6
6
6
9
6, 9
6, 9
4, 4
4, 13
13
4, 13
4, 13
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
6, 9
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
10, 9
10, 9
10, 9
8, 9
8, 9
7, 11
11, 7
7, 11
4, 13
4, 13
4, 13
4, 13
4, 13
4, 13
10, 9
10, 9
9
10
10, 9
10, 9
10, 9
5
5
5
5
5
5
5
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
5, 12
7, 11
7
7
7
11
7, 11
7, 11
7, 11
6, 9
6, 9
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5, 12, 14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
5,14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
12, 14
4, 13
4, 13
6, 9
6, 9
8, 9
8, 9
8, 9
8, 9
7, 11
7, 11
7, 11
7, 11
7, 11
4, 13
4, 13
4, 13
10, 9
4, 13
4, 13
4, 13
10, 9
4, 13
4, 13
4, 13
10, 9
4, 13
4, 13
4, 13
10, 9
4, 13
4, 13
4, 13
10, 9
4, 13
4, 13
4, 13
10,9
4, 13
4, 13
10, 9
4, 13
4, 13
4, 13
10, 9
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5




